ReefID,ReefName,X_COORD,Y_COORD,Area_HA,PReef,OutbreakStaus,Paired,Pairing,Region,Zone,MgmtArea
21-398,West Spur Reef (21-398),150.275116,-21.68361664,47.44694138,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-399,East Spur Reef (21-399),150.2873077,-21.68441772,59.795578,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-401,Howard Islet Reef (21-401),150.3164368,-21.73255157,30.09977341,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-402,Hixson Islet Reef (21-402),150.2893677,-21.74769211,9.42659569,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-124,U/N Reef (21-124),151.1279907,-21.25706482,532.7761231,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-125,U/N Reef (21-125),151.374939,-21.26511574,277.485199,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-126,U/N Reef (21-126),151.2036133,-21.29463577,14.25198936,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-127a,U/N Reef (21-127a),151.1143494,-21.29155731,146.9991303,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-127b,U/N Reef (21-127b),151.1196747,-21.31758881,41.9990921,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-301,U/N Reef (21-301),152.5291748,-21.42930031,38.30859756,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-302,U/N Reef (21-302),152.5813141,-21.43224525,457.2939758,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-403a,South Island Reef (No 1) (21-403a),150.3162079,-21.73898125,20.51713181,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-403b,South Island Reef (No 2) (21-403b),150.3443604,-21.73621368,24.61878967,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-406,South East Islets Reef (21-406),150.4298554,-21.7577095,100.4591141,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-128,Storm Reef (21-128),151.1672363,-21.32230186,5316.054688,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-214,Zodiac Reef (21-214),152.0492249,-21.12125206,3079.408447,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-303,U/N Reef (21-303),152.5197449,-21.46067429,246.3016357,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-304,U/N Reef (21-304),152.5101166,-21.47377586,331.154419,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-305,East Cay Reef (21-305),152.5645905,-21.48348045,892.7895508,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-306,U/N Reef (21-306),152.509491,-21.4948616,63.13418579,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-307,U/N Reef (21-307),149.4793396,-21.53699303,535.3757935,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-415,Jeffreys Rocks Reef (21-415),150.2283478,-21.91445732,52.4874382,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-224,U/N Reef (21-224),152.4779511,-21.1655426,218.2156067,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-225,U/N Reef (21-225),152.0955963,-21.19787979,131.5333557,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-308,Temple Island Reef (21-308),149.4897156,-21.60212898,150.1395264,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-309,U/N Reef (21-309),149.4720306,-21.60445595,54.64200974,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-310,U/N Reef (21-310),149.4436035,-21.64638519,212.4220886,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-312,U/N Reef (21-312),149.4563904,-21.67543983,104.0251541,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-313,U/N Reef (21-313),149.4717102,-21.71211052,62.38410568,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-314,U/N Reef (21-314),149.4685211,-21.73969078,137.5674744,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-315,U/N Reef (21-315),149.4636841,-21.82425308,33.50643539,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-316,West Hill Reef (21-316),149.4840851,-21.83606529,198.8916931,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-418a,Hunter Island Reef (No 1) (21-418a),150.1318817,-21.95026779,252.6087952,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-418b,Hunter Island Reef (No 2) (21-418b),150.1461487,-21.98266792,52.33062363,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-232,U/N Reef (21-232),152.4981232,-21.2042942,51.95734024,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-233,U/N Reef (21-233),152.4927368,-21.21545792,8.42734337,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-235,Lavers Reef (21-235),152.0115814,-21.2201004,574.3864746,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-324a,Harry Shoal (North) (21-324a),149.8246613,-21.57322884,13.38709831,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-324b,Harry Shoal (South) (21-324b),149.8177948,-21.58224297,75.65617371,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-060,U/N Reef (21-060),150.5915527,-21.01289177,161.8847961,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-061,U/N Reef (21-061),150.692337,-21.05476952,2795.470947,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-142,U/N Reef (21-142),151.5539551,-21.00358772,641.2175903,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-143,U/N Reef (21-143),151.5632935,-21.04230118,154.2141266,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-144,U/N Reef (21-144),151.5725403,-21.05036545,580.0401001,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-237,U/N Reef (21-237),152.4723358,-21.2400341,56.21356583,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-238,U/N Reef (21-238),152.5121002,-21.23604202,1050.509033,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-325,Hirst Reef (21-325),149.8127136,-21.57463837,15.6773653,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-326,Kilgour Shoal (21-326),149.8745728,-21.59135246,189.0322723,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-327,Wallace Reef (21-327),149.772171,-21.60095787,13.9034853,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-328,Tinonee Bank (21-328),149.8061981,-21.57907104,236.5267487,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-329,Planter Shoal (21-329),149.8382263,-21.58836555,63.9195137,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-331,Bluff Island Reef (21-331),149.8669586,-21.60451508,32.23260498,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-062,U/N Reef (21-062),150.8651123,-21.03121948,505.1734924,Not Actioned,No Outbreak,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-063,U/N Reef (21-063),150.9248657,-21.02652931,114.0959702,Not Actioned,Established,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-064,U/N Reef (21-064),150.7779846,-21.05713272,241.8480988,Not Actioned,Potential,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-065,U/N Reef (21-065),150.8303223,-21.07218361,1157.422119,Not Actioned,No Outbreak,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-066,U/N Reef (21-066),150.7786102,-21.08885765,25.8258667,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-067,U/N Reef (21-067),150.9017029,-21.11616707,214.1350098,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-145a,U/N Reef (21-145a),151.6099701,-21.06549835,2773.971924,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-145b,U/N Reef (21-145b),151.5993195,-21.09938431,794.7797241,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-145c,U/N Reef (21-145c),151.5965729,-21.04000854,35.29187012,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-146,U/N Reef (21-146),151.6415863,-21.07686806,347.2008362,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-147,U/N Reef (21-147),151.6636353,-21.06974411,1218.837402,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-239,U/N Reef (21-239),152.2692413,-21.26412392,1120.777588,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-240,U/N Reef (21-240),152.3125305,-21.27980042,18.9293232,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-241,Centenery Reef (21-241),152.3307037,-21.28257179,345.3409729,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-242a,U/N Reef (21-242a),152.2311554,-21.30331612,224.0370941,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-242b,U/N Reef (21-242b),152.2205658,-21.30057907,21.27409744,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-333,Treble Reef (21-333),149.8269806,-21.60354614,24.58771133,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-334,Curlew Reef (21-334),149.7831421,-21.60557938,56.48994827,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-336,U/N Reef (21-336),149.8175201,-21.62057495,0.96826345,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-337,Pearl Shoal (21-337),149.7573853,-21.61088753,428.5322876,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-338,Slattery Shoal (21-338),149.786499,-21.62372971,401.5918579,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-068,U/N Reef (21-068),150.830658,-21.1288929,393.8059387,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-069,U/N Reef (21-069),150.9950104,-21.1121769,137.3544006,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-070,U/N Reef (21-070),150.789566,-21.13311958,125.5089569,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-071,U/N Reef (21-071),150.7631226,-21.13590622,132.9112244,Not Actioned,No Outbreak,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-148,Patricia Mather Reef (21-148),151.6878967,-21.08218956,1063.516113,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-149,U/N Reef (21-149),151.7160797,-21.09569168,1185.351318,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-150,U/N Reef (21-150),151.7348785,-21.10695457,247.5400696,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-151,U/N Reef (21-151),151.7534485,-21.1144619,616.5472412,Not Actioned,No Outbreak,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-242c,U/N Reef (21-242c),152.2312012,-21.2974205,0.65644944,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-243,U/N Reef (21-243),152.0518799,-21.29553986,299.8136902,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-244,U/N Reef (21-244),152.0644684,-21.3126049,102.5586472,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-245,U/N Reef (21-245),152.4368744,-21.30537796,473.392334,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-246,U/N Reef (21-246),152.481781,-21.317873,47.10773849,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-247,U/N Reef (21-247),152.1629944,-21.33177567,1573.890747,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-339,Dinner Reef (21-339),149.8102722,-21.6282959,10.65779018,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-340,Temple Shoal (21-340),149.5050507,-21.60247612,88.58612823,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-341,Edwards Shoal (21-341),149.6637573,-21.65200806,238.4499359,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-342,Blackbird Shoal (21-342),149.825882,-21.65610695,94.67317963,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-345,Ridge Reef (21-345),149.6382446,-21.67481613,15.46105576,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-346,Paxton Shoal (21-346),149.6734161,-21.69802475,82.84467316,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-347,Torch Shoal (21-347),149.5409546,-21.68803024,282.2870483,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-072,U/N Reef (21-072),150.6603546,-21.16360283,5834.330566,Not Actioned,No Outbreak,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-073,U/N Reef (21-073),150.8556213,-21.13931656,28.14882278,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-074,U/N Reef (21-074),150.8449554,-21.15646553,497.7053223,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-075,U/N Reef (21-075),150.9338837,-21.16447449,134.1599731,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-152,U/N Reef (21-152),151.7707214,-21.12043381,256.0722961,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-153,U/N Reef (21-153),151.580658,-21.12338448,666.0848389,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-154,U/N Reef (21-154),151.5565491,-21.15089035,1165.91626,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-248,U/N Reef (21-248),152.2222443,-21.34185219,214.0736542,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-249,U/N Reef (21-249),152.3236542,-21.34230995,617.0316162,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-250a,U/N Reef (21-250a),152.4017487,-21.32835197,344.6752014,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-250b,U/N Reef (21-250b),152.3992615,-21.32525635,12.30844307,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-251,U/N Reef (21-251),152.3658447,-21.32950974,178.592041,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-252,U/N Reef (21-252),152.2495575,-21.34968948,142.9576416,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-348,Connor Islet Reef (21-348),149.6694183,-21.71940422,59.00541306,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-350,Shag Reef (21-350),149.5912628,-21.74284935,10.05558872,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-351,Stony Shoal (21-351),149.5641785,-21.75425339,407.6479797,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-352,Williams Shoal (21-352),149.6338959,-21.73739815,168.8184967,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-076,U/N Reef (21-076),150.8732758,-21.18617821,1218.94458,Not Actioned,No Outbreak,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-077,U/N Reef (21-077),150.9421997,-21.19237518,698.619751,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-078,U/N Reef (21-078),150.8224335,-21.2010231,297.537323,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-079,U/N Reef (21-079),150.7927551,-21.21425056,283.0110169,Not Actioned,No Outbreak,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-080,U/N Reef (21-080),150.7689209,-21.22619438,56.91544342,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-160,U/N Reef (21-160),151.5535278,-21.18189812,1232.24353,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-162,U/N Reef (21-162),151.5420837,-21.20458984,675.8052979,Not Actioned,No Outbreak,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-163,U/N Reef (21-163),151.5744171,-21.20841599,23.27927589,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-164,U/N Reef (21-164),151.5287781,-21.21752548,161.0048828,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-253,U/N Reef (21-253),152.2898712,-21.35781097,899.6092529,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-254,U/N Reef (21-254),152.3473663,-21.35081482,186.72966,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-255,U/N Reef (21-255),152.4249115,-21.35569382,67.31018829,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-257,U/N Reef (21-257),152.1422577,-21.36036682,100.8038178,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-355,Lower Reef (21-355),149.7027588,-21.79821014,2.38434529,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-358a,Sandy Shoal (North) (21-358a),149.5597534,-21.82880592,90.81037903,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-358b,Sandy Shoal (South) (21-358b),149.5440064,-21.84738541,102.2388458,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-081,U/N Reef (21-081),150.8828583,-21.22441864,631.3347778,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-082,U/N Reef (21-082),150.8965912,-21.24571228,495.3733215,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-083,U/N Reef (21-083),150.9124603,-21.25756645,67.92092896,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-084,U/N Reef (21-084),150.9305725,-21.27771568,119.6924286,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-085,U/N Reef (21-085),150.9364014,-21.30824661,49.80678177,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-086,Paul Reef (21-086),150.7849884,-21.33171272,10683.21777,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-166,Twin Cays Reef (North) (21-166),151.9839935,-21.21507835,133.006073,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-167,U/N Reef (21-167),151.5423126,-21.23272514,1109.184814,Not Actioned,No Outbreak,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-168,Twin Cays Reef (South) (21-168),151.9822388,-21.22678185,155.9407654,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-171,U/N Reef (21-171),151.5554199,-21.25293922,573.3826294,Not Actioned,No Outbreak,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-258,Mystery Reef (21-258),152.0170898,-21.37743568,1181.422241,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-259,U/N Reef (21-259),152.2112122,-21.39242363,120.9166641,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-260,U/N Reef (21-260),152.2499237,-21.39717484,2432.727051,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-361,North Patch (21-361),149.6371918,-21.8423214,131.5357208,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-362,Alexandra Reefs (21-362),149.6211243,-21.85416031,48.41007996,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-363,South Patch (21-363),149.6131744,-21.86392403,18.05368042,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-365a,Drumfish Shoal (East) (21-365a),149.6425629,-21.91065788,30.44679832,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-365b,Drumfish Shoal (West) (21-365b),149.6306458,-21.91459274,30.55514145,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-366,Fanning Shoal (21-366),149.5106201,-21.92835236,198.4245148,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-087,U/N Reef (21-087),150.9747925,-21.38442421,10669.40625,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-088,U/N Reef (21-088),151.3252564,-21.0243988,395.5740051,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-089,U/N Reef (21-089),151.414978,-21.01283455,452.7366333,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-090,U/N Reef (21-090),151.4451752,-21.01016045,2.73261666,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-091,U/N Reef (21-091),151.5545044,-21.04234505,94.04801178,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-092,U/N Reef (21-092),151.1628876,-21.01262283,147.7747955,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-173,Mullers Reef (21-173),151.553894,-21.2991333,4925.791992,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-175,U/N Reef (21-175),151.6376953,-21.32159424,532.3990479,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-261,U/N Reef (21-261),152.3625794,-21.41420746,419.4943237,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-262a,U/N Reef (21-262a),152.4444428,-21.41273308,298.2696228,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-262b,U/N Reef (21-262b),152.4323425,-21.42036247,2.44632149,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-263,U/N Reef (21-263),152.4906158,-21.41230583,495.690094,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-264,U/N Reef (21-264),152.399292,-21.42409325,863.5914917,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-367,Red Clay Reef (21-367),149.6485901,-21.93179321,244.0369873,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-368,Boomerang Shoals (21-368),149.9609375,-21.91851616,689.6853638,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-370,Beware Reef (21-370),149.660614,-21.95002556,134.3373871,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-372,Bald Reef (21-372),149.5784607,-21.95653534,7.30682373,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-093,U/N Reef (21-093),151.1032105,-21.02966309,257.6091919,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-094,U/N Reef (21-094),151.151535,-21.03481483,348.0605164,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-095,U/N Reef (21-095),151.2801514,-21.04209328,166.3972778,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-096,U/N Reef (21-096),151.4086151,-21.03702354,37.04899216,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-097,U/N Reef (21-097),151.4808807,-21.03940582,352.249115,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-098,U/N Reef (21-098),151.4209747,-21.04194641,8.97760963,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-099,U/N Reef (21-099),151.379364,-21.04962921,51.91585922,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-100,U/N Reef (21-100),151.0711212,-21.07071495,64.18315887,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-176,U/N Reef (21-176),151.5999908,-21.33385468,57.9830513,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-178,U/N Reef (21-178),151.6232605,-21.33740425,263.1272278,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-180,U/N Reef (21-180),151.8265381,-21.34622002,764.9751587,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-181,U/N Reef (21-181),151.8578949,-21.37122536,745.8412476,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-265,U/N Reef (21-265),152.3342285,-21.43022156,591.6769409,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-266,U/N Reef (21-266),152.1276703,-21.43675041,941.8544922,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-267,U/N Reef (21-267),152.4039002,-21.45225143,211.3452911,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-268,U/N Reef (21-268),152.4563446,-21.44384193,59.97268295,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-269,U/N Reef (21-269),152.4395905,-21.4658432,271.3289795,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-374,West Reef (21-374),149.6795044,-21.95907402,49.72230148,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-378,Aquila Reef (21-378),149.5740509,-21.98191833,301.2876892,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-379,Avoid Reef (21-379),149.6638794,-21.9777813,456.7677612,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-101,U/N Reef (21-101),151.5283661,-21.01545143,1984.551636,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-102,U/N Reef (21-102),151.43367,-21.07152939,11.09410191,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-103,U/N Reef (21-103),151.3690796,-21.07945442,127.446167,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-182,U/N Reef (21-182),151.6734467,-21.37717247,633.4888306,Not Actioned,No Outbreak,NA,,,Habitat Protection,Mackay/Capricorn Management Area
21-183,U/N Reef (21-183),151.7110596,-21.37382126,163.3754425,Not Actioned,No Data,NA,,,Habitat Protection,Mackay/Capricorn Management Area
